date,window_start,true_label,pred_label,confidence,n_retrieved,method
2014-05-30,2014-03-03,bull,bull,1.0,5,rule_based_temporal_rag
2014-06-06,2014-03-10,bull,bull,1.0,5,rule_based_temporal_rag
2014-06-13,2014-03-17,bull,bull,1.0,5,rule_based_temporal_rag
2014-06-20,2014-03-24,bull,bull,1.0,5,rule_based_temporal_rag
2014-06-27,2014-03-31,bull,bull,1.0,5,rule_based_temporal_rag
2014-07-07,2014-04-07,bull,bull,1.0,5,rule_based_temporal_rag
2014-07-14,2014-04-14,bull,bull,1.0,5,rule_based_temporal_rag
2014-07-21,2014-04-22,bull,bull,1.0,5,rule_based_temporal_rag
2014-07-28,2014-04-29,bull,bull,1.0,5,rule_based_temporal_rag
2014-08-04,2014-05-06,bull,bull,1.0,5,rule_based_temporal_rag
2014-08-11,2014-05-13,bull,bull,1.0,5,rule_based_temporal_rag
2014-08-18,2014-05-20,bull,bull,1.0,5,rule_based_temporal_rag
2014-08-25,2014-05-28,bull,bull,1.0,5,rule_based_temporal_rag
2014-09-02,2014-06-04,bull,bull,0.6,5,rule_based_temporal_rag
2014-09-09,2014-06-11,bull,bull,1.0,5,rule_based_temporal_rag
2014-09-16,2014-06-18,bull,bull,1.0,5,rule_based_temporal_rag
2014-09-23,2014-06-25,bull,bull,1.0,5,rule_based_temporal_rag
2014-09-30,2014-07-02,bull,bull,1.0,5,rule_based_temporal_rag
2014-10-07,2014-07-10,bull,bull,1.0,5,rule_based_temporal_rag
2014-10-14,2014-07-17,bull,bull,1.0,5,rule_based_temporal_rag
2014-10-21,2014-07-24,bull,bull,1.0,5,rule_based_temporal_rag
2014-10-28,2014-07-31,bull,bull,1.0,5,rule_based_temporal_rag
2014-11-04,2014-08-07,bull,bull,1.0,5,rule_based_temporal_rag
2014-11-11,2014-08-14,bull,bull,1.0,5,rule_based_temporal_rag
2014-11-18,2014-08-21,bull,bull,1.0,5,rule_based_temporal_rag
2014-11-25,2014-08-28,bull,bull,0.8,5,rule_based_temporal_rag
2014-12-03,2014-09-05,bull,bull,1.0,5,rule_based_temporal_rag
2014-12-10,2014-09-12,bull,bull,1.0,5,rule_based_temporal_rag
2014-12-17,2014-09-19,bull,bull,1.0,5,rule_based_temporal_rag
2014-12-24,2014-09-26,bull,bull,1.0,5,rule_based_temporal_rag
2015-01-02,2014-10-03,bull,bull,1.0,5,rule_based_temporal_rag
2015-01-09,2014-10-10,bull,bull,1.0,5,rule_based_temporal_rag
2015-01-16,2014-10-17,bull,bull,1.0,5,rule_based_temporal_rag
2015-01-26,2014-10-24,bull,bull,1.0,5,rule_based_temporal_rag
2015-02-02,2014-10-31,bull,bull,1.0,5,rule_based_temporal_rag
2015-02-09,2014-11-07,bull,bull,1.0,5,rule_based_temporal_rag
2015-02-17,2014-11-14,bull,bull,1.0,5,rule_based_temporal_rag
2015-02-24,2014-11-21,bull,bull,1.0,5,rule_based_temporal_rag
